Date,RegionName,DaysOnZillow_AllHomes,InventorySeasonallyAdjusted_AllHomes,InventoryRaw_AllHomes,MedianListingPricePerSqft_AllHomes,MedianListingPrice_AllHomes,MedianPctOfPriceReduction_AllHomes,MedianPriceCutDollar_AllHomes,MedianRentalPricePerSqft_AllHomes,MedianRentalPrice_AllHomes,ZHVIPerSqft_AllHomes,PctOfHomesDecreasingInValues_AllHomes,PctOfHomesIncreasingInValues_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_AllHomes,PctOfListingsWithPriceReductions_AllHomes,PriceToRentRatio_AllHomes,Sale_Counts,Sale_Counts_Seas_Adj,Sale_Prices,ZHVI_AllHomes,ZRI_AllHomes,ZriPerSqft_AllHomes
6/30/17,"Boyd, Kentucky",,212,222,74.8751996,115000,6.219866212,5000,,,61,72.65,21.95,15.71079056,17.73049645,7.8,,,,86700,917,0.656
6/30/17,"Boyle, Kentucky",,149,154,91.13712375,184900,5.002501251,10000,,,77,33.84,54.93,10.10812179,11.71548117,11.18,,,,135800,980,0.606
6/30/17,"Bracken, Kentucky",,34,32,87.74940144,,,,,,,,,,,,1,0,,,,
6/30/17,"Breckinridge, Kentucky",,79,80,90.47619048,136500,,,,,,,,,,,,,,,892,0.654
6/30/17,"Bullitt, Kentucky",,178,187,126.9743444,199000,2.487804878,5100,,,111,8.09,84.64,11.65737512,12.74509804,11.32,51,42,,151700,1103,0.814
6/30/17,"Butler, Kentucky",,20,21,,,,,,,,,,,,,,,,,,
6/30/17,"Caldwell, Kentucky",,,,71.08974359,,,,,,,,,,,,,,,,,
6/30/17,"Calloway, Kentucky",,213,228,98.75776398,184900,,,,,80,23.38,69.83,15.86835805,18.28358209,10.69,,,,133800,1035,0.61
6/30/17,"Campbell, Kentucky",,370,398,109.3841771,175000,2.371578553,5000,0.869061414,,101,12.06,81.6,14.56147177,17.36694678,10.06,,,,146000,1177,0.84
6/30/17,"Carlisle, Kentucky",,,,,,,,,,,,,,,,,,,,847,0.616
6/30/17,"Carroll, Kentucky",,53,54,86.0908142,147400,,,,,,,,,,,,,,,951,0.686
6/30/17,"Carter, Kentucky",,,,76.53061224,125900,,,,,,,,,,,,,,,,
6/30/17,"Casey, Kentucky",,46,41,78.1950965,129900,,,,,,,,,,,,,,,,
6/30/17,"Christian, Kentucky",,251,271,81.76504968,124500,4.151681145,5000,0.726010101,775,78,28.24,62.16,11.68174743,12.32227488,10.58,,,,113000,876,0.624
6/30/17,"Clark, Kentucky",,141,150,99.27880339,169900,3.335557038,5100,,,88,16.3,74.14,11.70499258,12.76595745,10.94,,,,138500,1047,0.676
6/30/17,"Cumberland, Kentucky",,,,,115000,,,,,,,,,,,,,,,,
6/30/17,"Daviess, Kentucky",,,,103.920551,169900,3.617073424,5000,,,85,11.7,78.87,12.57615769,13.34894614,11.1,,,,129700,944,0.66
6/30/17,"Edmonson, Kentucky",,38,40,106.2524481,156750,,,,,,,,,,,,,,,,
6/30/17,"Estill, Kentucky",,54,53,,,,,,,,,,,,,,,,,,
6/30/17,"Fayette, Kentucky",57.25,959,1086,126.4993676,247569.5,2.413793103,6000,0.891431296,1200,103,6.86,87.41,11.23949006,13.06323362,11.18,,,,165100,1226,0.78
6/30/17,"Fleming, Kentucky",,,,75.42742206,125000,,,,,,,,,,,,,,,,
6/30/17,"Floyd, Kentucky",,116,118,71.01375446,118000,,,,,,,,,,,,,,,854,0.614
6/30/17,"Franklin, Kentucky",,240,240,105.6875763,144700,3.531957151,5000,,,289,15.49,76.71,14.33231503,15.50387597,10.14,,,,126900,1034,
6/30/17,"Fulton, Kentucky",,,,39.71571906,58900,,,,,,,,,,,,,,,796,0.568
6/30/17,"Gallatin, Kentucky",,26,28,,,,,,,,,,,,,,,,,971,0.744
6/30/17,"Garrard, Kentucky",,68,70,99.6,159900,4.260089686,7100,,,,,,11.02709216,12.94964029,,,,,,936,
6/30/17,"Grant, Kentucky",,81,88,124.5483804,165000,3.032140691,5000,,,103,11.56,85.57,9.650158752,11.71875,10.29,,,,128700,1073,0.814
6/30/17,"Graves, Kentucky",,,,70.02138423,131200,,,,,,,,,,,,,,,842,0.588
6/30/17,"Grayson, Kentucky",,126,132,105.8968927,139900,,,,,,,,7.115149879,8.510638298,,,,,,,
6/30/17,"Green, Kentucky",,45,44,77.10557533,,,,,,,,,,,,,,,,843,0.626
6/30/17,"Greenup, Kentucky",,168,174,86.05167362,135250,,,,,,,,10.68333968,12.87128713,,,,,,,
6/30/17,"Hardin, Kentucky",,426,464,96.42857143,169900,2.597402597,5000,0.705929105,995,87,11.14,79.37,14.1983369,16.59259259,10.9,,,,135400,1048,0.666
6/30/17,"Harlan, Kentucky",,,,53.09734513,85000,,,,,,,,,,,,,,,,
6/30/17,"Harrison, Kentucky",,66,70,,138750,,,,,,,,13.65113775,15,,,,,,,
6/30/17,"Hart, Kentucky",,59,62,,,,,,,,,,,,,,,,,,
6/30/17,"Juneau, Alaska",,67,72,225.5284086,349000,,,,,210,,,10.19191537,11.9266055,13.66,,,,325300,,
6/30/17,"Henderson, Kentucky",,126,122,94.58955992,169900,3.39078641,6300,,,83,19.23,73.39,18.68258644,20.48192771,10.62,,,,126000,972,0.642
6/30/17,"Henry, Kentucky",,53,56,103.272101,,,,,,,,,,,,13,8,,,,
6/30/17,"Hickman, Kentucky",,,,,,,,,,,,,,,,,,,,859,0.572
6/30/17,"Hopkins, Kentucky",,,,82.79711431,132450,4.379787497,5000,,,69,17.47,75.56,13.14723971,13.53135314,9.58,,,,99200,,
6/30/17,"Jackson, Kentucky",,40,40,66.015625,95700,,,,,,,,,,,,,,,,
6/30/17,"Jefferson, Kentucky",60.75,2027,2185,125.0983478,184900,3.06441526,5100,0.944160998,1150,113,19.15,73.48,13.8078904,15.33757962,10.28,,,,149300,1192,0.906
6/30/17,"Jessamine, Kentucky",,170,182,114.265095,237950,3.009991572,8050,,,96,5.85,90.25,12.48240711,14.78060046,12.49,,,,139300,962,0.65
6/30/17,"Johnson, Kentucky",,,,77.25534006,129999,,,,,,,,,,,,,,,863,0.616
6/30/17,"Kenton, Kentucky",67.25,455,485,111.5560641,159000,2.880873641,5000,0.983796296,1250,107,8.87,82.19,14.30218961,16.52173913,9.61,281,249,128800,144200,1223,0.88
6/30/17,"Knox, Kentucky",,,,80.14265189,129450,,,,,,,,,,,,,,,854,0.636
6/30/17,"Larue, Kentucky",,63,64,85.50824176,120000,,,,,,,,,,,,,,,861,0.656
6/30/17,"Laurel, Kentucky",,,,89.58477011,143900,,,,,,,,,,,,,,,,
6/30/17,"Lawrence, Kentucky",,,,,,,,,,,,,,,,,,,,923,
6/30/17,"Lee, Kentucky",,23,26,,,,,,,,,,,,,,,,,,
6/30/17,"Lewis, Kentucky",,,,,113000,,,,,,,,,,,,,,,,
6/30/17,"Lincoln, Kentucky",,79,80,80.44484902,112000,,,,,76,55.82,37.19,8.826975848,6.722689076,9.15,,,,93600,,
6/30/17,"Livingston, Kentucky",,66,74,90.53497942,129900,,,,,,,,,,,,,,,840,0.632
6/30/17,"Logan, Kentucky",,89,93,75.96491228,134450,,,,,,,,9.701700382,12.41830065,,,,,,861,0.566
6/30/17,"Lyon, Kentucky",,140,156,126.8612521,228950,,,,,,,,,,,,,,,1065,0.736
6/30/17,"McCracken, Kentucky",,489,508,87.12238468,159900,3.548105203,5000,,,76,22.27,69.83,14.77117305,17.02838063,10.71,,,,125400,963,0.618
6/30/17,"McCreary, Kentucky",,,,,89450,,,,,,,,,,,,,,,,
6/30/17,"Madison, Kentucky",,341,361,104.0925267,169900,2.706359946,5000,,,91,10.08,83.66,13.63262542,14.67181467,11.51,,,,149500,1092,0.686
6/30/17,"Marion, Kentucky",,45,46,86.68242711,149900,,,,,,0,100,,,,,,,,,
6/30/17,"Marshall, Kentucky",,,,86.34300862,163500,,,,,,52.65,39.99,,,10.42,,,,121900,977,
6/30/17,"Mason, Kentucky",,,,78.29852045,129450,,,,,,,,,,,,,,,,
6/30/17,"Meade, Kentucky",,70,74,89.74358974,165000,2.24445679,5000,,,,,,11.03734609,14.04958678,,,,,,951,
6/30/17,"Menifee, Kentucky",,,,69.88888889,89500,,,,,,,,,,,,,,,,
6/30/17,"Mercer, Kentucky",,126,132,90.48057059,141200,4.657342657,5250,,,82,28.66,64.58,10.10233988,12.19512195,11.01,,,,126000,960,0.638
6/30/17,"Metcalfe, Kentucky",,32,32,72.91666667,117450,,,,,,,,,,,,,,,867,0.612
6/30/17,"Monroe, Kentucky",,,,,,,,,,,,,,,,,,,,834,0.634
6/30/17,"Montgomery, Kentucky",,114,121,87.57886954,129400,2.987524142,5000,,,77,16.54,75.34,12.98878302,13.90374332,10.24,,,,117000,,
6/30/17,"Morgan, Kentucky",,,,,,,,,,,,,,,,,,,,848,0.648
6/30/17,"Muhlenberg, Kentucky",,,,76.59574468,119900,,,,,60,99.95,0.05,,,8,,,,80100,,
6/30/17,"Nelson, Kentucky",,116,114,112.0976875,179900,3.705075954,10000,,,,,,6.660741643,7.843137255,,,,,,1016,0.718
6/30/17,"Nicholas, Kentucky",,31,33,65.89523282,,,,,,,,,,,,,,,,,
6/30/17,"Ohio, Kentucky",,,,74.17507676,,,,,,,,,,,,,,,,,
6/30/17,"Oldham, Kentucky",,279,312,153.1840448,379900,2.420173382,10000,,,136,11.19,82.39,15.77411684,17.54068716,13.23,158,103,269600,271400,1679,0.904
6/30/17,"Owen, Kentucky",,71,77,93.75,132700,,,,,,,,,,,,,,,994,0.716
6/30/17,"Pendleton, Kentucky",,31,28,,,,,,,,,,,,,20,16,,,,
6/30/17,"Perry, Kentucky",,,,71.79487179,129250,,,,,,,,,,,,,,,844,0.572
6/30/17,"Pike, Kentucky",,,,83.32197908,149250,,,,,,,,,,,,,,,,
6/30/17,"Powell, Kentucky",,43,48,77.43710692,114500,,,,,,,,,,,,,,,849,0.658
6/30/17,"Pulaski, Kentucky",,518,548,87.08333333,159900,5.000625156,9850,,,,,,11.72503531,13.69863014,,,,,,,
6/30/17,"Rockcastle, Kentucky",,,,69,,,,,,,,,,,,,,,,,
6/30/17,"Rowan, Kentucky",,,,94.43309499,142900,,,,,,,,,,,,,,,,
6/30/17,"Russell, Kentucky",,,,90.83511586,146850,,,,,,,,,,,,,,,,
6/30/17,"Scott, Kentucky",,269,305,114.3971207,215000,3.044982699,7700,,1297.5,107,5.5,91.73,7.179185189,8.961038961,10.87,,,,175300,1331,0.814
6/30/17,"Shelby, Kentucky",,163,176,124.2536423,234950,2.564760195,7000,,,117,5.54,91.7,10.58997489,11.71171171,11.78,113,80,187600,185600,1326,0.83
6/30/17,"Simpson, Kentucky",,70,69,86.42002354,169450,,,,,,,,4.275873937,4.347826087,,,,,,926,0.618
6/30/17,"Spencer, Kentucky",,53,57,129.5370783,249500,,,,,120,17.06,75.69,,,12.78,,,,196500,,
6/30/17,"Taylor, Kentucky",,80,77,96.5507334,163700,,,,,74,38.12,54.95,,,10.29,,,,108900,873,0.646
6/30/17,"Todd, Kentucky",,,,,,,,,,,,,,,,,,,,882,0.574
6/30/17,"Kenai Peninsula, Alaska",,577,659,156.7847198,249000,3.226326827,9000,,,,,,11.91658919,15.26548673,12.86,,,,220400,1400,0.914
6/30/17,"Trigg, Kentucky",,140,158,103.6721504,189900,,,,,,27.22,65.67,8.871757918,9.89010989,11.27,,,,129100,964,
6/30/17,"Trimble, Kentucky",,,,,147450,,,,,,,,,,,5,3,,,1076,
6/30/17,"Warren, Kentucky",,429,433,112.3970126,218400,2.543246571,7000,0.775400374,1050,99,4.6,93.06,7.057676929,8.389261745,11.82,,,,164900,1151,0.684
6/30/17,"Wayne, Kentucky",,,,93.15420485,149000,,,,,,,,,,,,,,,,
6/30/17,"Whitley, Kentucky",,,,74.45385644,132400,,,,,,,,,,,,,,,,
6/30/17,"Woodford, Kentucky",,88,92,111.7090182,267112.5,1.833291849,5000,,,,,,8.7594738,9.743589744,,,,,,,
6/30/17,"Ketchikan Gateway, Alaska",,,,171.6644937,,,,,,169,,,,,12.16,,,,242300,,
6/30/17,"Kodiak Island, Alaska",,,,,335000,,,,,,,,,,13.53,,,,276000,,
6/30/17,"Matanuska Susitna, Alaska",,703,770,128.7468228,265000,2.270061838,5050.5,1.020408163,1400,128,,,15.10624755,18.19986764,,,,,,1664,0.884
6/30/17,"Acadia, Louisiana",,106,104,64.14850917,140000,,,,,,,,,,8.97,,,,118300,1107,
6/30/17,"Allen, Louisiana",,31,34,,,,,,,,,,,,,,,,,911,
6/30/17,"Ascension, Louisiana",,425,436,125.8843831,259900,2.126821583,6000,,1700,118,,,15.31737243,17.22627737,10.4,58,43,,203700,1605,0.926
6/30/17,"Assumption, Louisiana",,47,45,,165000,,,,,,,,,,9.97,,,,141000,,
6/30/17,"Avoyelles, Louisiana",,,,63.64893617,111000,,,,,,,,,,9.34,,,,118800,,
6/30/17,"Beauregard, Louisiana",,249,254,78.32486831,165000,3.85026738,5000,,,,,,10.58318019,10.6741573,10.5,,,,137400,1132,
6/30/17,"Bienville, Louisiana",,,,,,,,,,,,,,,8.76,,,,97300,,
6/30/17,"Bossier, Louisiana",,719,748,122.5122977,215000,2.178746109,5000,0.877341007,1300,109,,,17.74117826,19.94355597,11.38,,,,172600,1312,0.8
6/30/17,"Caddo, Louisiana",100.125,1242,1272,96.91749691,169900,3.142857143,5000,0.698602794,875,73,,,20.53981623,22.59439708,9.65,,,,106400,908,0.65
6/30/17,"Calcasieu, Louisiana",,911,932,,222592,2.816901408,5240,0.944444444,1400,99,,,13.17322949,13.79562044,9.81,,,,164500,,
6/30/17,"Caldwell, Louisiana",,,,,,,,,,,,,,,7.61,,,,83500,,
6/30/17,"Cameron, Louisiana",,,,,,,,,,,,,,,10.65,,,,154500,1216,
6/30/17,"Catahoula, Louisiana",,,,,,,,,,,,,,,,,,,,,
6/30/17,"Claiborne, Louisiana",,,,,,,,,,,,,,,8.5,,,,93200,,
6/30/17,"Concordia, Louisiana",,,,,149900,,,,,,,,,,8.71,,,,108000,,
6/30/17,"De Soto, Louisiana",,85,88,127.5053305,,,,,,,,,,,9.36,,,,117700,,
6/30/17,"East Baton Rouge, Louisiana",63.25,,,125.6841678,205000,2.798249875,5950,1.00040032,1400,115,,,15.83870172,17.72655008,9.83,720,536,160100,162000,1357,0.89
6/30/17,"East Feliciana, Louisiana",,57,64,,,,,,,,,,,,10.24,14,12,,146300,,
6/30/17,"Evangeline, Louisiana",,62,58,,,,,,,,,,,,,,,,,,
6/30/17,"Franklin, Louisiana",,,,,,,,,,,,,,,7.04,,,,80900,,
6/30/17,"Grant, Louisiana",,,,,,,,,,,,,,,,,,,,1051,
6/30/17,"Iberia, Louisiana",,,,85.96561375,150250,,,,,71,,,,,8,,,,99600,1020,0.758
6/30/17,"Iberville, Louisiana",,,,109.2816017,,,,,,,,,,,9.27,18,16,,127000,1121,
6/30/17,"Jackson, Louisiana",,28,27,,,,,,,,,,,,9.33,,,,111600,986,
6/30/17,"Jefferson, Louisiana",67.75,1136,1148,,199800,3.474903475,8500,1,1300,120,17.89,73.9,13.28418012,13.63857769,10.53,472,387,172100,173300,1386,0.91
6/30/17,"Jefferson Davis, Louisiana",,93,98,,149950,,,,,,,,,,,,,,,1116,
6/30/17,"Lafayette, Louisiana",,1452,1468,136.71875,227500,2.17628114,5000,,1297.5,108,,,22.0911219,22.62931034,,,,,,1350,0.842
6/30/17,"Lafourche, Louisiana",,436,444,,180000,4.533333333,9000,,,,,,11.29210466,12.04379562,10.33,,,,146400,1158,
6/30/17,"La Salle, Louisiana",,,,,,,,,,,,,,,,,,,,,
6/30/17,"Lincoln, Louisiana",,67,67,87.07300737,264000,,,,1075,73,,,,,12.12,,,,189200,1302,0.522
6/30/17,"Livingston, Louisiana",,,,121.6032609,193000,2.732746642,5000,,1350,,,,18.34366327,20.50997783,10.69,,,,174700,1355,
6/30/17,"Madison, Louisiana",,,,,,,,,,,,,,,9.6,,,,119700,,
6/30/17,"Morehouse, Louisiana",,86,84,45.24594059,119000,,,,,,,,,,,,,,,,
6/30/17,"Natchitoches, Louisiana",,134,144,87.96296296,169900,,,,,91,,,,,10.04,,,,139500,1153,0.73
6/30/17,"Orleans, Louisiana",74,1564,1567,242.4495625,299999,3.8527082,11000,1.4,1637.5,158,41.09,50.89,15.0919865,15.47717842,10.15,332,288,228600,169000,1426,0.966
6/30/17,"Ouachita, Louisiana",,550,569,111.1631172,215000,3.03030303,6000,0.75,900,90,,,20.29429579,22.05513784,,,,,,,
6/30/17,"Plaquemines, Louisiana",,65,64,,350950,,,,,133,32.84,59.91,,,13.61,6,8,,259300,1543,0.828
6/30/17,"Pointe Coupee, Louisiana",,,,134.2471764,,,,,,,,,,,,19,16,,,,
6/30/17,"Rapides, Louisiana",,447,480,101.4760148,180000,4.514449438,6750,0.694917043,750,95,,,13.35342879,14.71518987,12.02,,,,150600,,
6/30/17,"Red River, Louisiana",,,,,,,,,,,,,,,8.9,,,,96000,,
6/30/17,"Richland, Louisiana",,,,,,,,,,,,,,,7.25,,,,83200,,
6/30/17,"Sabine, Louisiana",,61,62,,,,,,,,,,,,,,,,,,
6/30/17,"Saint Bernard, Louisiana",,157,160,99.30457545,159900,3.476245655,7100,,,,12.71,81.48,10.50878274,10.07751938,10,60,47,,147900,1237,
6/30/17,"Saint Charles, Louisiana",,114,117,111.2857143,,3.462068966,10000,,,111,1.59,97.55,10.00850562,10.6557377,12.05,48,31,,203000,1449,0.762
6/30/17,"Saint Helena, Louisiana",,,,,,,,,,,,,,,10.15,,,,137500,,
6/30/17,"Saint James, Louisiana",,,,,,,,,,,,,,,,2,1,,,,
6/30/17,"Saint John the Baptist, Louisiana",,100,102,,149900,4.448708312,5050,,,83,23.78,69.1,10.1974524,11.17021277,8.79,8,10,,123300,1161,0.766
6/30/17,"Saint Landry, Louisiana",,280,274,76.59313725,153500,,,,,76,,,18.56113162,19.49152542,9.01,,,,119800,1107,0.696
6/30/17,"Saint Martin, Louisiana",,183,184,114.7453083,208000,,,,,,,,,,9.95,,,,145500,1172,
6/30/17,"Saint Mary, Louisiana",,207,202,87.01357476,145650,,,,,77,,,,,,,,,,1005,0.686
6/30/17,"Saint Tammany, Louisiana",77.5,1721,1838,127.3071462,257450,2.631578947,6000,0.948529412,1400,116,8.09,87.74,15.88460627,17.62438683,11.05,537,416,195700,194700,1449,0.858
6/30/17,"Tangipahoa, Louisiana",,607,626,105.6218664,179900,3.4219308,6000,,1250,97,,,12.22637042,13.21585903,10.38,,,,157600,1298,0.724
6/30/17,"Terrebonne, Louisiana",,527,530,,175000,3.711672942,8000,,1150,99,,,11.81061043,13.09859155,11.51,,,,149200,1126,0.71
6/30/17,"Union, Louisiana",,,,88.88161178,175000,,,,,,,,,,10.38,,,,134500,,
6/30/17,"Vermilion, Louisiana",,,,93.14285714,149900,,,,,,,,,,,,,,,1086,
6/30/17,"Vernon, Louisiana",,238,251,,159900,,,,1000,81,,,,,10.91,,,,148600,1139,0.638
6/30/17,"Washington, Louisiana",,150,146,,136950,4.962852897,6000,,,61,,,13.59714786,12.56830601,8.01,,,,105700,,
6/30/17,"Webster, Louisiana",,130,130,70.41774892,122500,,,,,,,,,,9.09,,,,105600,957,
6/30/17,"West Baton Rouge, Louisiana",,,,117.5132676,213950,,,,,113,,,,,11.46,16,11,194400,192100,1414,0.81
6/30/17,"West Carroll, Louisiana",,,,,,,,,,,,,,,7.84,,,,88000,,
6/30/17,"West Feliciana, Louisiana",,,,,,,,,,,,,,,12.99,,,,242300,1457,
6/30/17,"Winn, Louisiana",,,,,,,,,,,,,,,8.12,,,,87400,,
6/30/17,"Sitka, Alaska",,,,,460000,,,,,,,,,,,,,,,,
6/30/17,"Valdez Cordova, Alaska",,,,132.3529412,,,,,,,,,,,,,,,,,
6/30/17,"Androscoggin, Maine",,315,348,127.3492983,174900,4.133382079,5500,,,118,22.59,68.77,17.74962871,20.62256809,9.83,,,,138800,1193,1.022
6/30/17,"Aroostook, Maine",,,,78.23129252,115000,6.4,5000,,,54,,,8.179657903,10.76672104,,,,,,877,0.67
6/30/17,"Cumberland, Maine",64.5,,,207.8652145,340000,3.703703704,10000,1.517742327,2095,184,34.2,52.7,12.54313716,15.15448749,11.8,,,,262500,1871,1.338
6/30/17,"Franklin, Maine",,,,145.4411765,184000,4.623115578,10500,,,,,,8.718759013,10.43956044,,,,,,1109,0.926
6/30/17,"Hancock, Maine",,704,760,205.8823529,315000,5.238095238,15000,,,,,,7.833638355,9.830097087,,,,,,,
6/30/17,"Kennebec, Maine",,566,658,115.3461538,169900,4.06504065,5100,,,102,30.54,59.54,12.46271732,15.68862275,10.91,,,,137900,1055,0.806
6/30/17,"Knox, Maine",,370,408,174.2096642,299000,4.793617021,15050,,,152,33.68,57,10.37439733,12.21532091,12.87,,,,219300,1363,1.01
6/30/17,"Lincoln, Maine",,385,426,187.7358491,299000,6.015037594,20000,,,145,36.92,54.98,9.316297835,12.06543967,11.43,,,,201100,1405,1.032
6/30/17,"Oxford, Maine",,,,152.3109244,199000,4.04040404,10000,,,156,36.08,55.82,10.31250721,12.37288136,9.46,,,,130900,,
6/30/17,"Penobscot, Maine",,653,706,108.1168831,150000,3.986551066,5950,,,98,33.75,53.93,15.02877812,17.52808989,8.02,,,,128900,,
6/30/17,"Piscataquis, Maine",,339,361,123.9087302,145000,4.644843276,9200,,,,,,9.400108425,12.40694789,,,,,,,
6/30/17,"Sagadahoc, Maine",,160,192,157.8702857,277000,4.050632911,10000,,,139,28.75,63.34,16.94744535,19.51219512,11.62,,,,201700,1412,0.976
6/30/17,"Somerset, Maine",,340,357,99.91666667,124900,6.5625,6100,,,,,,8.244689956,10.90487239,,,,,,1008,0.79
6/30/17,"Waldo, Maine",,231,270,150.1367989,189900,,,,,,,,10.86303539,12.54901961,,,,,,1234,0.876
6/30/17,"Washington, Maine",,432,450,111.875,155000,7.058823529,9600,,,,,,6.316906985,8.091286307,,,,,,1109,0.898
6/30/17,"York, Maine",,1112,1297,213.3297619,325000,3.506707461,10000,1.363066907,,191,27.7,60.69,11.69544238,14.30090377,12.37,,,,270500,1705,1.24
6/30/17,"Allegany, Maryland",,469,491,69.38078704,94250,5.319597353,5000,,,64,55.11,36.12,14.0353223,16.14497529,6,,,,74700,,0.798
6/30/17,"Anne Arundel, Maryland",80.25,2129,2364,213.4417498,380000,2.532049642,10000,1.352339181,1900,215,23.4,58.54,18.88097957,21.10257569,13.62,1429,999,309000,331300,1998,1.338
6/30/17,"Baltimore, Maryland",81.375,2307,2502,166.6466731,259900,2.972972973,10000,1.315789474,1600,162,28.05,57.24,19.72573266,21.48288973,11.27,1914,1281,219800,231000,1691,1.252
6/30/17,"Calvert, Maryland",,460,520,185.2286793,345000,2.564760195,10000,1.110324302,1750,161,27.19,56.92,18.06125795,20.30905077,13.94,265,196,291500,301600,1784,0.97
6/30/17,"Caroline, Maryland",,208,209,112.20669,186500,4.257130694,10000,,,112,51.59,41.46,13.75680556,15.2173913,10.28,,,,171700,1393,0.918
6/30/17,"Carroll, Maryland",75,597,666,178.218471,350000,2.793296089,10000,1.089732143,1600,178,28.29,52.26,17.31221055,19.89839119,14.1,431,272,282800,301100,1795,1.094
6/30/17,"Cecil, Maryland",,533,572,138.1264349,269159.5,3.717472119,9100,0.945430108,1295,142,21.39,67.74,15.24992539,17.25394897,12.75,243,200,209000,214600,1355,0.928
6/30/17,"Charles, Maryland",93.125,597,666,150.6238859,332945,2.827193236,10000,1.099779493,1850,149,22.33,59.73,14.14401624,15.33442088,12.08,493,324,265900,278700,1858,1.054
6/30/17,"Dorchester, Maryland",,279,294,116.3626126,190500,4.616805171,10000,,,98,21.99,73.74,12.4952937,14.20454545,8.23,,,,128700,1308,0.95
6/30/17,"Frederick, Maryland",74.625,892,960,170.7102334,359900,2.589299589,10000,1.08974359,1685,155,22.71,59.36,15.26863903,17.20711297,13.58,783,506,285200,286800,1747,0.96
6/30/17,"Garrett, Maryland",,417,448,175.3013636,300000,4.417670683,10000,,,107,46.04,45.1,11.34676736,12.6459144,9.03,,,,132300,1280,1.022
6/30/17,"Harford, Maryland",83.5,874,982,158.9302452,289000,2.520361635,7900,1.133333333,1500,157,31.59,46.75,17.66754335,19.91963261,12.73,712,494,231600,259000,1690,1.06
6/30/17,"Howard, Maryland",68.375,867,996,216.4653317,471751.5,2.473020013,10100,1.385271445,2150,216,20.13,58.62,21.3071893,23.65645404,14.42,767,482,383200,431900,2483,1.29
6/30/17,"Kent, Maryland",,,,148.661511,265000,3.897116134,10000,,,127,26.15,67.28,10.806376,12.90322581,10.92,,,,196000,1490,0.964
6/30/17,"Montgomery, Maryland",69.25,2165,2514,268.568268,500000,2.672566372,14900,1.567242282,2200,264,21.43,59.58,17.27255607,19.66217499,15.47,2002,1584,406400,430800,2327,1.472
6/30/17,"Prince Georges, Maryland",87.75,1584,1582,171.5827338,295000,3.233322579,10000,1.393939394,1850,177,17.63,71.68,14.32917511,14.28571429,11.91,1639,1351,256900,277300,1914,1.338
6/30/17,"Queen Annes, Maryland",,371,406,189.2305886,389900,2.584048342,10000,1.149954975,1725,171,15.48,76.37,12.95874047,15.65074135,14.05,158,108,305200,303900,1770,1.02
6/30/17,"Saint Marys, Maryland",,535,590,150,299000,3.333444448,10000,0.965517241,1650,155,25.52,60.1,18.5256319,20.41450777,13.35,,,,259300,1590,0.958
6/30/17,"Somerset, Maryland",,212,224,89.56434783,154900,6.972056899,6450,,,78,,,13.61744897,16.34980989,,,,,,1236,0.922
6/30/17,"Talbot, Maryland",,447,477,199.0834387,474900,3.548387097,14900,,,161,26.43,64.42,15.22417593,18.29855538,13.87,,,,281200,1673,0.996
6/30/17,"Washington, Maryland",92,579,614,119.4215826,199900,3.450655625,8100,0.759211121,1050,120,34.36,53.05,18.7757376,20.28037383,12.48,,,,176600,1208,0.806
6/30/17,"Wicomico, Maryland",,440,450,102.3099415,159900,4.259060385,7000,0.901320412,1200,98,25.34,64.96,12.76258517,13.80753138,9.13,,,,132000,1210,0.854
6/30/17,"Worcester, Maryland",119.625,1234,1260,222.4292929,289900,3.114587392,10000,1.065449011,,189,32.18,54.5,12.34266147,13.73873874,12.41,,,,214100,1405,1.232
6/30/17,"Baltimore City, Maryland",96.75,2424,2531,124.9265138,139900,4.166666667,7500,1.25,1400,107,35.25,57.6,18.61282673,19.92769995,7.73,1554,1154,105100,119000,1290,1.124
6/30/17,"Barnstable, Massachusetts",92,2302,2558,292.9589271,479949.5,3.46573599,16000,1.611111111,2075,264,16.53,73.3,11.66851732,13.76080692,15.3,,,,383600,1944,1.372
6/30/17,"Berkshire, Massachusetts",126.25,993,1085,166.6346154,295000,4.935530086,10000,,,136,35.89,51.72,8.119818908,11.16783663,9.92,,,,202300,1734,1.126
6/30/17,"Bristol, Massachusetts",76,1237,1358,201.1015326,324900,3.333889074,10000,1.317090518,1600,198,5.67,88.32,14.47376897,16.21507197,14.05,610,448,275900,292900,1723,1.196
6/30/17,"Dukes, Massachusetts",,254,270,668.4981685,1395000,,,,,468,22.75,71.19,4.964163189,6.683804627,18.33,,,,723700,,
6/30/17,"Essex, Massachusetts",69,1375,1698,249.9418605,449900,3.217623498,15000,1.621017328,1900,241,4.36,91.42,11.94003176,14.57500666,14.64,1116,751,362800,405100,2336,1.38
6/30/17,"Franklin, Massachusetts",,248,296,140.0747314,234950,3.634341937,10000,,,135,20.04,67.47,14.62734007,17.57990868,9.52,,,,206100,1765,1.174
6/30/17,"Hampden, Massachusetts",78.625,1121,1257,144.8714075,212900,3.16391281,6650,1.179751397,1450,141,13.74,74.66,14.96152707,17.24137931,10.53,539,389,168300,190700,1498,1.134
