Date,RegionName,DaysOnZillow_AllHomes,InventorySeasonallyAdjusted_AllHomes,InventoryRaw_AllHomes,MedianListingPricePerSqft_AllHomes,MedianListingPrice_AllHomes,MedianPctOfPriceReduction_AllHomes,MedianPriceCutDollar_AllHomes,MedianRentalPricePerSqft_AllHomes,MedianRentalPrice_AllHomes,ZHVIPerSqft_AllHomes,PctOfHomesDecreasingInValues_AllHomes,PctOfHomesIncreasingInValues_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_AllHomes,PctOfListingsWithPriceReductions_AllHomes,PriceToRentRatio_AllHomes,ZHVI_AllHomes,ZRI_AllHomes,ZRI_AllHomesPlusMultifamily,ZriPerSqft_AllHomes
12/31/17,"Henry, Virginia",,255,270,75.99323753,99500,5.465838509,5000,,,62,54.75,36.04,8.033323466,5.882352941,7.01,76700,,,
12/31/17,"Pike, Arkansas",,,,94.23491379,,,,,,,,,,,,,,,
12/31/17,"Highland, Virginia",,,,129.8059392,,,,,,,,,,,,,,,
12/31/17,"Isle of Wight, Virginia",,286,272,137.0741573,344755,3.106796117,9800,0.847737624,1385,126,27.08,59.92,10.30475014,6.571428571,13.35,240800,1504,1471,0.82
12/31/17,"James City, Virginia",,731,670,146.0452962,339500,2.928979708,10000,0.865066744,1650,145,44.1,37.92,11.9923984,8.390022676,14.04,313300,1827,1809,0.868
12/31/17,"King and Queen, Virginia",,28,29,,,,,,,,,,,,,,,,
12/31/17,"King George, Virginia",,139,136,143.7596302,339990,3.134796238,10000,,,151,11.79,80.58,11.54342046,7.547169811,14.41,263200,1500,1500,0.88
12/31/17,"King William, Virginia",,89,92,134.9646393,218325,3.227888961,8900,,,,18.57,72.97,11.62592532,8.219178082,12.34,192200,1302,1297,0.798
12/31/17,"Lancaster, Virginia",,283,264,179.0591806,354000,6.728971963,26000,,,135,51.8,39.45,9.88063904,6.440677966,12.36,219200,1405,1387,0.892
12/31/17,"Lee, Virginia",,,,,97000,,,,,,,,,,,,,,
12/31/17,"Loudoun, Virginia",,1486,1277,217.788608,589975,2.174149364,10100,1.202411168,2175,221,14.46,68.03,14.93256786,11.09778044,16.69,475300,2355,2329,1.134
12/31/17,"Louisa, Virginia",,349,304,151.5921152,289700,4.952380952,10000,,,134,23.98,66.94,9.637713649,5.291005291,12.78,210100,1366,1353,0.904
12/31/17,"Lunenburg, Virginia",,65,65,71.6472706,102450,,,,,73,,,,,,,,,
12/31/17,"Madison, Virginia",,90,88,172.7430556,317000,,,,,,,,,,,,1321,1320,0.97
12/31/17,"Mathews, Virginia",,,,136.1111111,265000,,,,,,,,,,,,1448,1392,0.896
12/31/17,"Mecklenburg, Virginia",,327,314,110.1190476,181400,5.131578947,8500,,,,,,8.420626888,4.709141274,,,1183,1176,
12/31/17,"Middlesex, Virginia",,193,178,162.4635443,284000,,,,,141,42.95,48.07,6.844532306,3.045685279,13.17,231000,1431,1414,0.93
12/31/17,"Montgomery, Virginia",,232,201,129.0725806,242900,2.222716159,6000,0.819238901,1350,115,22.48,65.91,9.351955651,4.402515723,12.91,200500,1294,1282,0.756
12/31/17,"Nelson, Virginia",,,,161.6686006,275000,,,,,130,47.24,45.92,8.757369866,6.611570248,12.16,199100,1332,1323,0.922
12/31/17,"New Kent, Virginia",,176,154,130.0738613,322810,2.942907593,12000,,,132,15.13,79.23,9.555331158,6.565656566,13.48,244700,1512,1490,0.83
12/31/17,"Polk, Arkansas",,200,203,72.62996942,129900,,,,,63,39.64,53.61,11.06556756,8.597285068,9.46,100200,881,872,0.6
12/31/17,"Northampton, Virginia",,,,146.3834673,299000,3.03030303,6000,,,,,,7.989653196,4.95049505,,,1441,1363,1.078
12/31/17,"Northumberland, Virginia",,299,277,172.375158,349000,4.257892181,12950,,,,,,6.589133773,2.857142857,,,1528,1463,
12/31/17,"Nottoway, Virginia",,59,56,,131950,,,,,,,,,,,,1147,1148,
12/31/17,"Orange, Virginia",,272,257,133.6956522,259900,3.705075954,10000,0.851229994,1400,129,26.81,59.3,12.50529941,9.00621118,12.07,194200,1320,1319,0.862
12/31/17,"Page, Virginia",,158,146,120.1171875,179900,4.764173416,5000,,,,,,8.784246444,6.134969325,,,1199,1199,0.884
12/31/17,"Patrick, Virginia",,,,107.9447323,144500,,,,,,,,5.72223689,4.035874439,,,1019,1022,
12/31/17,"Pittsylvania, Virginia",,287,274,94.21919956,142900,6.606585075,10000,,,79,56.99,33.69,9.146857325,7.1197411,8.77,112400,,,
12/31/17,"Powhatan, Virginia",,129,115,149.7050082,375950,3.66158776,10000,,,137,23.37,63.69,11.65278346,6.741573034,13.99,267600,1570,1545,0.83
12/31/17,"Prince Edward, Virginia",,104,94,,169000,6.671114076,10000,,,,,,7.941310516,4.901960784,,,1193,1193,
12/31/17,"Prince George, Virginia",,85,78,119.7299652,229000,2.889417412,6750,,,,,,22.26484625,20.19230769,,,1325,1308,0.774
12/31/17,"Pope, Arkansas",,279,265,84.68220339,139900,3.807531381,6000,,,77,14.52,79.79,11.70253622,8,10.48,115500,906,898,0.608
12/31/17,"Prince William, Virginia",,1391,1240,191.5197368,399900,2.06185567,10000,1.185770751,1847,198,7.38,79.84,13.32656084,9.877854488,14.77,353300,2003,1990,1.158
12/31/17,"Pulaski, Virginia",,147,132,,163100,0.873496269,1125,,,81,,,10.39689473,7.389162562,,,1058,1062,0.706
12/31/17,"Rappahannock, Virginia",,101,101,251.7361111,499999.5,,,,,,,,,,,,1377,1380,0.974
12/31/17,"Richmond, Virginia",,41,40,108.1161137,184200,,,,,,,,,,,,1249,1244,
12/31/17,"Roanoke, Virginia",,452,408,120.1453084,221850,1.415387811,3473,0.797386634,1100,123,31.91,51.16,18.72178288,12.74685817,12,172300,1185,1183,0.842
12/31/17,"Rockbridge, Virginia",,244,224,150.0811688,295000,4.088070022,9250,,,,32.72,59,5.827113431,2.489626556,12.64,189900,1246,1240,0.79
12/31/17,"Rockingham, Virginia",,312,284,130.0292778,230000,4.042874643,7900,,,114,27.2,59.31,11.83779515,8.418367347,13.77,199800,1211,1208,0.66
12/31/17,"Russell, Virginia",,113,110,77.35030676,129900,,,,,,,,,,,,,,
12/31/17,"Scott, Virginia",,,,91.9841221,101450,,,,,70,59.34,34.26,,,6.93,77300,,,
12/31/17,"Shenandoah, Virginia",,341,324,132.0501017,205000,3.573981415,8000,,,125,66.34,21.32,11.44906024,8.26873385,13.36,176900,1127,1117,0.78
12/31/17,"Smyth, Virginia",,,,,125000,,,,,,34.73,57.79,,,7.73,92300,1011,1014,
12/31/17,"Southampton, Virginia",,67,64,94.436669,164950,,,,,,,,9.415044152,7.142857143,,,1196,1194,0.752
12/31/17,"Spotsylvania, Virginia",,687,634,152.9846156,316488,2.35349494,6000,1.017992424,1495,151,19.88,61.07,15.14455583,11.32075472,13.32,238600,1455,1451,0.94
12/31/17,"Stafford, Virginia",,754,702,157.4048443,374000,2.597402597,10000,1.044386423,1650,139,20.82,59.49,17.36513506,14.03699674,14.09,321500,1878,1860,0.84
12/31/17,"Surry, Virginia",,41,42,,,,,,,,,,,,,,1200,1200,
12/31/17,"Sussex, Virginia",,32,33,61.19287374,94900,,,,,,,,,,,,,,
12/31/17,"Tazewell, Virginia",,268,272,79.13757218,125000,,,,,64,55.99,36.11,10.28112192,7.189542484,7.72,92000,1001,1007,0.718
12/31/17,"Warren, Virginia",,306,287,164.6205357,259900,4.168403501,10000,,,157,20.62,66.37,18.16868163,14.74926254,13.79,218900,1288,1284,0.99
12/31/17,"Pulaski, Arkansas",,2270,2163,92.47483559,165000,2.914310939,5000,0.719550016,900,78,38.74,50.43,14.08309333,9.023146332,10.16,124000,998,969,0.672
12/31/17,"Washington, Virginia",,,,112.1513605,207950,3.082256839,9700,,,92,36.87,54.03,10.09781651,5.352112676,9.81,135500,,,
12/31/17,"Westmoreland, Virginia",,266,234,144.5424393,229999,7.782101167,10000,,,,32.22,60.22,9.497326519,5.681818182,12.09,197300,1367,1334,
12/31/17,"Wise, Virginia",,,,55.44210687,117666.5,,,,,,,,,,,,1034,1036,0.744
12/31/17,"Wythe, Virginia",,245,239,105.2671181,166500,4.088494046,7250,,,,,,9.394401681,5.970149254,,,1075,1079,0.734
12/31/17,"York, Virginia",,370,322,150.5170157,319100,2.501563477,6050,0.886248116,1597,143,40.85,33.89,13.35616821,8.333333333,14.34,294400,1713,1690,0.86
12/31/17,"Randolph, Arkansas",,162,162,65.70723684,,,,,,,,,,,,,,,
12/31/17,"Saint Francis, Arkansas",,,,46.68095313,80750,,,,,,,,,,,,,,
12/31/17,"Saline, Arkansas",,567,544,101.6641579,189900,2.835155934,5000,0.778132482,1100,91,15.32,75.46,10.8157276,7.56429652,10.86,151600,1184,1177,0.708
12/31/17,"Scott, Arkansas",,74,76,59.88038237,,,,,,,,,,,,,,,
12/31/17,"Searcy, Arkansas",,,,91.2,119450,,,,,,,,,,,,,,
12/31/17,"Sebastian, Arkansas",,682,662,84.24098026,145450,3.662813102,4901,0.658081756,850,75,17.16,76.7,10.38276626,7.184923439,10.76,115700,894,874,0.598
12/31/17,"Sevier, Arkansas",,,,75.29815821,133250,,,,,,,,,,,,,,
12/31/17,"Sharp, Arkansas",,241,246,64.66512079,94725,,,,,,,,4.230211066,3.515625,,,770,752,0.58
12/31/17,"Stone, Arkansas",,147,142,95.3525641,159500,,,,,,,,,,,,959,914,0.648
12/31/17,"Union, Arkansas",,,,59.84130435,85750,,,,,,,,,,,,,,
12/31/17,"Van Buren, Arkansas",,213,202,69.89652552,114900,5.889281508,6900,,,68,35.33,56.11,13.82472101,11.87214612,9.36,89900,822,794,0.604
12/31/17,"Washington, Arkansas",,897,920,116.0749122,239900,2.877697842,6000,0.85255585,1250,103,9.96,84.42,10.727953,7.846410684,11.16,169200,1265,1243,0.784
12/31/17,"White, Arkansas",,378,379,80.87942756,132700,7.178571429,5000,,,71,24.52,69.32,12.53514892,8.525345622,10.63,111600,886,869,0.544
12/31/17,"Yell, Arkansas",,90,90,66.6868932,90000,,,,,,,,13.64941816,10.34482759,,,800,794,0.564
12/31/17,"Alexandria City, Virginia",,544,500,373.9011885,,,,2.036162724,1925,,,,,,,,2503,2439,1.918
12/31/17,"Bedford City, Virginia",,45,44,,,,,,,,,,,,,,1103,1108,0.816
12/31/17,"Bristol City, Virginia",,114,108,82.6618705,109900,,,,,74,45.4,45.87,,,8.11,95500,975,973,0.77
12/31/17,"Buena Vista City, Virginia",,,,79.04322746,89250,,,,,,,,,,,,902,910,0.788
12/31/17,"Charlottesville City, Virginia",,100,77,232.571912,374900,,,1.259477675,1500,223,14.94,76.3,10.81534721,4.62962963,14.79,271000,1498,1464,1.256
12/31/17,"Chesapeake City, Virginia",,1414,1312,141.5056604,325000,2.407142857,5100,0.949691992,1495,133,32.9,43.88,13.90033722,10.13754457,13.12,254500,1612,1591,0.872
12/31/17,"Colonial Heights City, Virginia",,45,43,101.7262639,167500,,,,,98,34.48,53.98,,,10.41,152800,1207,1199,0.778
12/31/17,"Danville City, Virginia",,,,61.20186209,85000,5.842696629,4000,,,47,52.95,39.51,9.711620657,6.984126984,5.27,52700,906,918,0.718
12/31/17,"Fairfax City, Virginia",,82,74,293.4713552,549667,,,1.575630252,2300,270,62.89,19.5,,,16.34,482300,2580,2567,1.482
12/31/17,"Falls Church City, Virginia",,23,17,,,,,,,421,33.27,49.86,,,19.78,742800,3004,2971,1.894
12/31/17,"Franklin City, Virginia",,73,75,88.7416284,171250,,,,,67,,,,,,,1096,1099,0.706
12/31/17,"Fredericksburg City, Virginia",,82,80,155.5209953,368999,1.266143327,5000,,,150,46.44,41.9,12.43990937,9.756097561,14.92,298300,,1569,0.89
12/31/17,"Galax City, Virginia",,,,83.07030129,,,,,,,,,,,,,,,
12/31/17,"Hampton City, Virginia",,807,773,111.1561546,175000,3.236245955,5000,0.882609471,1150,110,37.54,48.09,16.40559142,13.29949239,10.93,157400,1209,1198,0.838
12/31/17,"Harrisonburg City, Virginia",,86,79,128.7121212,219900,2.377364538,5000,,1075,,13.88,74.17,9.79092624,7.299270073,12.94,173200,1154,1139,0.816
12/31/17,"Hopewell City, Virginia",,108,98,85.08064516,97368,3.336113428,4000,0.834604865,850,78,44.64,46.45,14.16323922,11.11111111,8.72,95300,936,934,0.772
12/31/17,"Lexington City, Virginia",,78,70,147.5261563,239450,,,,,,,,,,,,1271,1258,0.82
12/31/17,"Lynchburg City, Virginia",,258,242,90.80136626,152900,2.677548923,3800,0.737847222,900,82,9.27,85.16,12.30793432,8.196721311,11.17,132100,963,935,0.64
12/31/17,"Manassas City, Virginia",,141,132,,,,,,,,,,,,,,1838,1813,1.208
12/31/17,"Manassas Park City, Virginia",,40,40,189.9444214,269900,,,,,193,39.89,39.12,,,13.74,268900,1642,1646,1.166
12/31/17,"Martinsville City, Virginia",,,,56.73701299,89900,,,,,,,,,,,,856,858,4.464
12/31/17,"Newport News City, Virginia",,771,743,115.1172893,176000,3.149850417,5000,0.834658188,1150,114,41.82,40.46,16.04780494,12.76595745,11.54,170200,1245,1239,0.826
12/31/17,"Norfolk City, Virginia",,1111,1052,131.8404908,204900,2.461792514,5000,0.987883078,1300,127,30.63,59.61,15.15007837,11.05633803,11.6,181000,1300,1268,0.946
12/31/17,"Norton City, Virginia",,,,,,,,,,,,,,,,,,1042,
12/31/17,"Petersburg City, Virginia",,114,114,63.63233161,90000,6.386564199,5050,0.752078609,825,,,,16.10275155,14.78873239,,,940,903,0.692
12/31/17,"Poquoson City, Virginia",,111,105,160.9143593,325000,1.515840621,5000,,,146,34.72,49.61,20.67716996,16.98113208,14.07,295100,1740,1686,0.868
12/31/17,"Portsmouth City, Virginia",,723,710,103.1084656,153000,3.481962482,5000,0.910447761,1135,108,47.26,44.01,17.82483247,13.25581395,10.52,144500,1167,1158,0.876
12/31/17,"Radford City, Virginia",,37,31,,139950,,,,,,,,,,,,1179,1175,
12/31/17,"Richmond City, Virginia",,370,344,148.1713616,226750,4.347863894,10000,0.971266853,1250,135,8.43,88.17,12.96466932,9.13884007,12.39,186900,1267,1250,0.932
12/31/17,"Roanoke City, Virginia",,384,354,91.01728468,124950,1.957175287,2100,0.793650794,850,93,42.75,50.7,16.49677339,11.50234742,10.13,111000,889,878,0.792
12/31/17,"Salem City, Virginia",,95,84,124.2225434,172500,3.541176471,5000,,,115,23.34,64.7,12.91257548,6.603773585,10.88,153000,1187,1183,0.872
12/31/17,"Staunton City, Virginia",,146,134,121.6489687,178000,3.895285971,9000,,,112,33.13,51.97,9.200577613,5.555555556,10.5,145500,1144,1144,0.876
12/31/17,"Suffolk City, Virginia",,696,659,126.6892596,289680,1.906318083,5000,0.818965517,1545,122,15.06,75.17,10.45761935,7.39476678,12.7,229900,1498,1486,0.822
12/31/17,"Virginia Beach City, Virginia",,2471,2252,156.3382399,279980,1.960784314,5000,0.97972973,1425,150,28.35,51.92,14.45881016,10.52808611,13.65,258700,1584,1546,0.94
12/31/17,"Waynesboro City, Virginia",,85,78,119.7104698,174900,2.272727273,3000,,,110,14,76.62,9.92880332,5.882352941,10.56,146500,1160,1158,0.848
12/31/17,"Williamsburg City, Virginia",,124,118,146.6036789,299100,,,,,154,28.61,59.81,7.545833914,4.419889503,14.78,242200,1499,1470,0.854
12/31/17,"Winchester City, Virginia",,83,79,155.880018,237450,3.018542475,8000,,,145,,,16.6015944,13.59223301,,,1355,1321,0.914
12/31/17,"Adams, Washington",,44,38,103.953441,159000,,,,,109,17.26,77.65,,,10.59,146800,1207,1207,0.858
12/31/17,"Asotin, Washington",,113,103,175.931677,244000,2.567398326,5750,,,,,,16.71053893,13.08411215,,,1340,1327,1.122
12/31/17,"Benton, Washington",,540,518,153.9779433,310900,2.762645914,7100,0.925373134,1500,154,2.55,94.8,14.08711817,10.13333333,13.73,252500,1550,1530,0.928
12/31/17,"Chelan, Washington",,461,406,266.1795407,289900,5.372933487,22525,,,213,17.97,75.23,8.947021798,6.493506494,15.43,283200,1527,1518,1.176
12/31/17,"Clallam, Washington",,336,284,187.7514528,299999.5,4.58472988,10000,,,173,5.63,91.9,10.15610744,7.09382151,14.37,258300,1500,1464,0.996
12/31/17,"Clark, Washington",,1315,1220,193.3718147,394900,2.701680036,10000,1.072176202,1750,202,3.09,94.39,12.06423916,8.349743994,15.12,329600,1811,1783,1.096
12/31/17,"Columbia, Washington",,,,,165000,,,,,,,,,,,,,,
12/31/17,"Cowlitz, Washington",,295,262,148.4280245,236000,3.671381193,10000,,,124,2.87,95.55,11.54029849,7.983193277,11.16,181800,1367,1348,0.928
12/31/17,"Douglas, Washington",,148,140,187.9699248,324900,3.725931483,10000,,,206,5.54,91.8,6.123083798,3.723404255,15.13,300300,1649,1628,1.132
12/31/17,"Ferry, Washington",,,,118.2043651,190000,,,,,,,,,,,,1227,1231,0.874
12/31/17,"Franklin, Washington",,176,158,142.6772388,295900,2.912621359,5500,,,134,14.23,83.27,7.404164017,4.135338346,12.41,200800,1343,1343,0.946
12/31/17,"Grant, Washington",,,,128.619403,189999.5,4.47761194,6000,0.916749181,,109,25.57,66.57,6.717574425,4.370629371,11.35,140100,996,985,0.814
12/31/17,"Grays Harbor, Washington",,388,346,125.4863813,179900,5.000625078,8000,,,116,6.16,91.93,6.686077146,4.241435563,13,153000,1021,1004,0.748
12/31/17,"Island, Washington",,,,211.505619,369950,2.975361481,10412.5,0.966767372,1600,217,10.66,85.7,12.52761207,9.057301294,17.55,346700,1656,1634,1.026
12/31/17,"Jefferson, Washington",,230,188,250,397000,4.807123643,14550,,,223,12.68,83,8.952611527,5.94795539,16.41,341900,1750,1688,1.134
12/31/17,"King, Washington",,2590,1864,316.5467626,575000,3.16275499,16050,1.636363636,2400,360,3.16,95.66,6.910011495,4.031317674,20.48,608000,2479,2425,1.476
12/31/17,"Kitsap, Washington",,618,533,200.3871853,325000,2.386411879,10000,1.216904277,1600,223,23.11,65.77,10.52788669,7.619047619,16.04,339400,1754,1722,1.2
12/31/17,"Kittitas, Washington",,192,156,212.6607319,350000,3.334444815,10000,,,176,5.46,92.98,8.315381146,4.411764706,13.78,253300,1534,1519,1.054
12/31/17,"Klickitat, Washington",,152,142,180.0535475,285000,,,,,163,,,13.26444026,9.929078014,,,1427,1433,0.982
12/31/17,"Lewis, Washington",,323,308,148.6677759,239000,3.042596349,9100,,,143,8.58,87.9,10.004247,7.798165138,14.76,201300,1143,1132,0.77
12/31/17,"Lincoln, Washington",,80,72,77.9625886,125000,,,,,,,,,,,,1184,1190,
12/31/17,"Mason, Washington",,287,245,164.0234375,239000,3.703717421,9000,,,172,13.76,82.29,9.538941805,6.735751295,15.44,251400,1375,1324,0.974
12/31/17,"Okanogan, Washington",,,,167.0081967,249950,4.965243297,5000,,,127,33.58,60.84,7.433926074,4.09556314,10.6,150700,,,
12/31/17,"Pacific, Washington",,233,204,144.5503049,210000,5.035538752,10499.5,,,,,,8.264790978,5.263157895,,,1295,1299,0.934
12/31/17,"Pend Oreille, Washington",,137,110,154.5407637,,,,,,,,,7.005725396,2.631578947,,,1343,1335,0.946
12/31/17,"Pierce, Washington",,1848,1616,183.000618,325000,2.670955911,10000,1.069240196,1700,185,4.39,92.93,9.783110361,7.500629247,14.59,313000,1788,1737,1.058
12/31/17,"San Juan, Washington",,233,210,354.236985,699000,5.5,50000,,,304,31.83,61.25,7.406865166,4.562737643,18.6,442100,1915,1886,1.298
12/31/17,"Skagit, Washington",,414,342,210.3960396,359900,4.558472554,15100,1.108585859,1695,210,9.25,87.38,9.541009083,7.190635452,15.4,315700,1664,1650,1.14
12/31/17,"Skamania, Washington",,69,68,214.3469657,392450,,,,,188,19.02,76.29,,,,,1580,1581,1.094
12/31/17,"Snohomish, Washington",,1128,914,251.1472785,445000,2.795588612,10000,1.308679039,1995,249,1.84,97.43,7.352988202,4.852941176,16.87,433800,2154,2120,1.226
12/31/17,"Spokane, Washington",,1884,1496,174.2005879,222950,2.969665302,5675,1.064814815,1195,152,4.19,92.82,14.30839759,9.369114878,13.23,213100,1344,1310,0.962
12/31/17,"Stevens, Washington",,406,316,137.8205128,193500,5.380333952,12250,,,134,42.23,49.72,7.936787011,5.142857143,11.46,175900,1287,1290,0.966
12/31/17,"Thurston, Washington",,581,498,160.0304878,289900,2.597090588,9075,0.954198473,1650,171,5.46,91.94,11.62203237,8.788395904,14.36,283700,1633,1608,0.962
12/31/17,"Wahkiakum, Washington",,,,,269000,,,,,,,,,,,,1566,1541,
12/31/17,"Walla Walla, Washington",,200,188,164.618086,261616,3.703703704,8890.5,,,165,3.09,95.07,11.52955646,6.840390879,15.18,239400,1301,1274,0.908
12/31/17,"Whatcom, Washington",,769,604,230.1905717,389000,3.026406305,10000,1.144113858,1500,208,7.83,89.67,10.48179863,6.871609403,17.47,355900,1688,1653,1.04
12/31/17,"Whitman, Washington",,139,98,143.2112226,,6.763664882,8618,,,,,,12.82240637,8.661417323,,,1303,1284,0.972
12/31/17,"Yakima, Washington",,524,463,144.4727891,225000,3.22684737,7000,0.948060417,1225,138,12.41,82.69,10.49346485,7.628294036,13.61,189200,1181,1155,0.856
12/31/17,"Barbour, West Virginia",,59,57,61.17278644,105000,,,,,,,,,,,,,,
12/31/17,"Berkeley, West Virginia",,737,702,108.6594203,189900,3.924388445,6950,0.725849753,1162.5,104,8.6,86.01,10.82591606,7.18424102,11.01,161400,1244,1223,0.774
12/31/17,"Boone, West Virginia",,,,64.15619646,107486,,,,,,15.76,80.99,,,7.24,67600,,,
12/31/17,"Braxton, West Virginia",,46,40,68.70833333,110000,,,,,,,,,,,,,,
12/31/17,"Brooke, West Virginia",,,,62.22207633,79450,,,,,,,,,,,,753,751,0.602
12/31/17,"Cabell, West Virginia",,578,560,74.85272552,118750,5.095541401,5000,,800,64,66.67,25.5,12.08318621,7.560137457,8.72,95300,879,864,0.626
12/31/17,"Doddridge, West Virginia",,33,33,80.77879039,144450,,,,,,,,,,,,797,795,
12/31/17,"Fayette, West Virginia",,186,170,68.56540084,99900,,,,,,,,,,,,,,
12/31/17,"Grant, West Virginia",,,,95.12566641,169900,,,,,,,,,,,,,,
12/31/17,"Greenbrier, West Virginia",,333,322,108.2608696,189000,5.602284853,5050,,,,,,9.130917198,6.798866856,,,,,
12/31/17,"Hampshire, West Virginia",,,,93.30357143,156335,,,,,,,,,,,,,,
12/31/17,"Hancock, West Virginia",,,,66.84976346,89700,,,,,63,30.25,61.86,,,8.57,80900,732,730,0.622
12/31/17,"Hardy, West Virginia",,141,131,102.4431081,149900,,,,,,,,,,,,,,
12/31/17,"Harrison, West Virginia",,308,302,92.88260095,141500,5.905882353,7900,,,79,,,13.86225431,10.16949153,,,831,832,0.69
12/31/17,"Jackson, West Virginia",,,,86.78526048,139900,,,,,,,,,,,,,,
12/31/17,"Jefferson, West Virginia",,298,276,116.5583263,272000,3.611525119,9999.5,,1325,106,43.49,44.63,13.88844613,10,12.06,200000,1382,1363,0.732
12/31/17,"Kanawha, West Virginia",,1006,1007,86.9783811,132950,5.798319328,6000,0.722789116,795,75,31.18,60.46,14.32434789,10.01757469,9.33,96700,863,861,0.624
12/31/17,"Lewis, West Virginia",,81,76,79.48681818,141000,,,,,,,,,,,,833,831,0.56
12/31/17,"Lincoln, West Virginia",,41,42,,149950,,,,,,,,,,,,,,
12/31/17,"Logan, West Virginia",,,,57.64251585,98000,,,,,,,,,,,,,,
12/31/17,"Marion, West Virginia",,272,260,92.1586284,139000,5.458180463,5050,,,,,,11.30229303,7.491856678,,,855,842,0.706
12/31/17,"Marshall, West Virginia",,,,73.00587393,109000,,,,,,,,,,,,797,795,0.668
12/31/17,"Mason, West Virginia",,,,62.26012793,93500,,,,,,,,9.758859509,8.256880734,,,,,
12/31/17,"Mercer, West Virginia",,,,66.11963424,109000,6.146772476,5000,,,,,,11.32276362,7,,,746,745,0.564
12/31/17,"Mineral, West Virginia",,174,168,77.04426253,136000,,,,,,,,,,,,940,929,0.662
12/31/17,"Monongalia, West Virginia",,620,559,133.23926,242500,3.335557038,10000,0.860670194,1100,122,90.22,6.82,11.0479496,6.896551724,12.46,180600,1249,1205,0.832
12/31/17,"Monroe, West Virginia",,,,92.4556213,142250,,,,,,,,,,,,,,
12/31/17,"Morgan, West Virginia",,220,209,102.1863799,169900,4.854368932,5250,,,,,,11.68086663,9.004739336,,,1142,1128,0.788
12/31/17,"Nicholas, West Virginia",,,,79.71477224,139700,,,,,,,,,,,,,,
12/31/17,"Ohio, West Virginia",,,,89.36535106,129900,,,,,,,,,,,,943,926,0.674
12/31/17,"Pendleton, West Virginia",,,,,162450,,,,,,,,,,,,,,
12/31/17,"Pocahontas, West Virginia",,,,,108999.5,,,,,,,,5.050476975,3.9408867,,,,,
12/31/17,"Preston, West Virginia",,167,150,93.45454545,161300,,,,,,,,8.341249179,5.847953216,,,,,
12/31/17,"Putnam, West Virginia",,281,274,101.4312383,219900,3.085036256,5750,,,93,26.69,60.1,17.83528364,13.63636364,11.41,139400,1017,1018,0.654
12/31/17,"Raleigh, West Virginia",,496,470,79.60373619,130000,6.530307873,6000,,,65,41.35,46.33,14.05045289,9.888059701,8.79,84300,796,796,0.672
12/31/17,"Randolph, West Virginia",,161,153,81.23768473,149900,,,,,,,,11.17176558,9.036144578,,,,,
12/31/17,"Roane, West Virginia",,82,80,80.40674603,,,,,,,,,,,,,,,
12/31/17,"Summers, West Virginia",,,,63.11677632,125000,,,,,,,,,,,,,,
12/31/17,"Taylor, West Virginia",,67,62,90.5596177,128500,,,,,,,,,,,,,,
12/31/17,"Tucker, West Virginia",,,,122.3766694,199000,,,,,,,,,,,,,,
12/31/17,"Upshur, West Virginia",,120,117,90.82726235,144000,,,,,,,,12.60907166,8.943089431,,,887,883,0.698
12/31/17,"Wayne, West Virginia",,148,147,70.9773137,105500,,,,,64,,,,,8.92,86700,,,
12/31/17,"Wood, West Virginia",,383,368,79.32180143,132000,6.675567423,9100,,,72,55.76,36.26,14.41484549,9.354120267,9.77,105400,883,878,0.65
12/31/17,"Wyoming, West Virginia",,,,38.6583286,47450,,,,,,,,,,,,,,
12/31/17,"Adams, Wisconsin",,394,321,108.2249431,149900,5.616406383,9702.5,,,,18.16,74.84,9.639219587,6.741573034,10.57,128700,,,
12/31/17,"Ashland, Wisconsin",,185,168,101.8823529,139000,,,,,,,,9.712866931,6.857142857,,,,,
12/31/17,"Barron, Wisconsin",,329,260,116.5328361,174900,6.688963211,10000,,,80,23.05,65.14,8.259514744,3.65448505,10.92,140200,1084,1073,0.582
12/31/17,"Bayfield, Wisconsin",,318,278,146.3106265,197000,4.133085896,5000,,,98,40.22,50.66,8.150735908,4.794520548,12.16,160000,,,
12/31/17,"Brown, Wisconsin",,868,734,112.5649986,199850,3.449465333,6000,,,93,8.33,86.85,10.12673803,5.844155844,11.63,168600,1147,1141,
12/31/17,"Buffalo, Wisconsin",,72,66,,144900,,,,,,,,,,,,1102,1096,
12/31/17,"Burnett, Wisconsin",,258,218,,167450,4.792960663,10000,,,84,67.52,25.28,8.366148026,4.8,10.74,143000,,,
12/31/17,"Calumet, Wisconsin",,208,180,,174900,3.966027739,5725,,,104,39.17,49.1,9.919039003,4.897959184,11.04,148400,1114,1106,0.77
12/31/17,"Chippewa, Wisconsin",,276,212,116.5398562,189900,3.335000926,5000,,,93,12.32,82.72,10.44986378,6.41509434,11.97,160800,1128,1123,0.674
12/31/17,"Clark, Wisconsin",,154,140,76.13487703,94950,6.722689076,10000,,,,,,6.328106246,4.545454545,,,,,
12/31/17,"Columbia, Wisconsin",,317,266,,199000,3.344481605,5000,,,107,10,85.38,10.57061656,6.325301205,13.17,188800,1177,1170,0.718
12/31/17,"Crawford, Wisconsin",,110,98,116.4549563,149000,,,,,,,,4.654999322,2.34375,,,,,
